orbit_type,season,season_key,epoch_utc,time_s,in_eclipse,+X_direct,+X_albedo,+X_ir,+X,-X_direct,-X_albedo,-X_ir,-X,+Y_direct,+Y_albedo,+Y_ir,+Y,-Y_direct,-Y_albedo,-Y_ir,-Y,+Z_direct,+Z_albedo,+Z_ir,+Z,-Z_direct,-Z_albedo,-Z_ir,-Z
dawn_dusk,冬至,winter,2026-12-21T00:00:00+00:00,0.0,False,0.0,0.0,0.0,0.0,141.09668554132332,2.090228285433517e-18,1.3866109755368772e-17,141.09668554132332,0.0,7.319348760752305e-18,4.855493247397352e-17,5.587428123472583e-17,232.77578338232038,0.0,0.0,232.77578338232038,5.743031266336327e-14,8.493194087802147,56.34196140958284,64.83515549738505,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:00:30+00:00,30.0,False,0.0,0.0,0.0,0.0,141.0222105575154,1.7421944027541767e-17,1.1206851273942122e-16,141.0222105575154,0.0,0.0,0.0,0.0,232.77578338232038,7.20467344599453e-18,4.63448302089244e-17,232.77578338232038,4.5837539439704145,8.758807216100296,56.34196140958284,69.68452256965355,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:01:00+00:00,60.0,False,0.0,0.0,0.0,0.0,140.79886422626893,6.195187785253656e-17,3.8679478947674525e-16,140.79886422626893,0.0,6.416910197163566e-18,4.006379652786323e-17,4.6480706725026795e-17,232.77578338232038,0.0,0.0,232.77578338232038,9.162669007432036,9.02413994754358,56.34196140958285,74.52877036455847,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:01:30+00:00,90.0,False,0.0,0.0,0.0,0.0,140.4268823251196,3.471900512366782e-17,2.1058836693481726e-16,140.4268823251196,0.0,0.0,0.0,0.0,232.77578338232038,1.746052090058475e-17,1.0590691090335425e-16,232.77578338232038,13.731911418083316,9.288912181280544,56.34196140958284,79.3627850089467,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:02:00+00:00,120.0,False,0.0,0.0,0.0,0.0,139.9066575400608,2.1708820882350154e-16,1.2803700093313443e-15,139.9066575400608,0.0,3.313411997888576e-17,1.9542255996521497e-16,2.2855667994410074e-16,232.77578338232038,0.0,0.0,232.77578338232038,18.28665761464438,9.552844408154133,56.34196140958285,84.18146343238136,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:02:30+00:00,150.0,False,0.0,0.0,0.0,0.0,139.23873905100118,3.0259029713889197e-16,1.7368709091428657e-15,139.23873905100118,0.0,1.8244831732404668e-17,1.0472549112728082e-16,1.229703228596855e-16,232.77578338232038,0.0,0.0,232.77578338232038,22.822099338892347,9.81565800576797,56.34196140958285,88.97971875424317,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:03:00+00:00,180.0,False,0.0,0.0,0.0,0.0,138.42383195201828,2.9050134546694846e-16,1.6242227760181126e-15,138.42383195201828,0.0,5.7726765243053915e-18,3.227562569216621e-17,3.80483022164716e-17,232.77578338232038,0.0,0.0,232.77578338232038,27.33344871154176,10.077075532616579,56.34196140958284,93.75248565374118,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:03:30+00:00,210.0,False,0.0,0.0,0.0,0.0,137.46279650701922,6.396256128938877e-16,3.4863486099975034e-15,137.46279650701922,0.0,0.0,0.0,0.0,232.77578338232038,6.019188282332483e-17,3.2808237003643045e-16,232.77578338232038,31.815943286611816,10.336821020968985,56.34196140958284,98.49472571716365,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:04:00+00:00,240.0,False,0.0,0.0,0.0,0.0,136.35664724159594,8.161937657142967e-16,4.3405007906380805e-15,136.35664724159594,0.0,0.0,0.0,0.0,232.77578338232038,8.232855893151977e-18,4.3782149551414537e-17,232.77578338232038,36.26485107894472,10.59462026819647,56.34196140958285,103.20143275672405,0.0,0.0,0.0,0.0
dawn_dusk,冬至,winter,2026-12-21T00:04:30+00:00,270.0,False,0.0,0.0,0.0,0.0,135.10655187203201,5.071075914597401e-16,2.6332632931054337e-15,135.10655187203201,0.0,1.0346494535423096e-18,5.372635853077859e-18,6.407285306620169e-18,232.77578338232038,0.0,0.0,232.77578338232038,40.67547555956783,10.850201126237021,56.34196140958285,107.8676380953877,0.0,0.0,0.0,0.0
